year,Race,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app
2021,1,5,5,5,5,5,4,1,4,4,4
2021,3,5,5,5,1,5,4,2,4,4,4
2021,3,2,3,3,2,4,3,2,4,4,4
2021,4,5,5,5,5,5,4,2,3,4,4
2021,3,5,5,5,5,5,4,4,4,4,4
2021,3,5,5,5,3,1,4,3,4,4,2
2021,3,2,5,1,2,4,2,2,4,4,5
2021,1,2,2,2,3,1,1,1,2,2,2
2021,3,5,5,4,2,6,4,1,4,4,3
2021,3,5,5,5,3,3,4,4,4,4,2
2021,3,5,5,5,6,2,4,1,4,4,5
2021,1,5,5,5,3,5,4,2,4,4,3
2021,4,3,5,5,3,3,4,1,4,4,4
2021,1,1,1,1,1,1,4,4,4,4,1
2021,1,5,5,2,5,5,4,1,3,4,4
2021,3,3,3,1,1,3,2,2,3,3,2
2021,2,5,5,5,5,5,4,4,4,4,4
2021,3,5,5,3,2,5,2,1,4,4,3
2021,3,3,4,5,2,3,1,1,3,4,3
2021,7,5,5,5,1,5,4,1,4,4,4
2021,1,3,5,5,3,1,4,2,4,4,2
2021,3,5,5,5,5,5,4,2,4,4,3
2021,3,3,2,3,2,4,1,1,1,1,1
2021,2,1,1,3,2,1,4,1,4,4,3
2021,3,5,5,5,4,5,5,4,4,4,4
2021,4,1,2,2,2,1,2,2,2,1,2
2021,3,3,6,3,2,3,3,2,4,4,2
2021,1,2,2,2,2,2,1,1,1,1,1
2021,1,1,2,1,2,1,1,2,1,2,1
2021,1,1,2,2,3,3,1,2,2,3,3
2021,1,3,3,5,2,3,2,1,2,3,2
2021,3,2,2,3,5,3,4,2,4,4,4
2021,4,5,5,5,5,5,4,2,4,4,1
2021,1,3,4,2,1,4,3,1,3,4,4
2021,3,3,3,3,3,3,4,4,3,3,3
2021,3,1,2,3,2,2,3,2,2,2,2
2021,3,5,5,5,3,5,4,2,4,4,4
2021,3,5,5,5,5,5,3,2,4,4,4
2021,3,3,3,5,5,3,3,2,3,3,3
2021,3,1,5,5,5,4,4,4,4,4,4
2021,1,3,3,4,2,1,2,3,3,4,3
2021,4,5,5,5,3,3,4,2,4,4,4
2021,3,1,2,1,1,2,1,2,1,2,2
2021,3,1,5,5,5,5,4,3,4,4,4
2021,3,5,5,5,6,5,4,2,4,4,3
2021,3,2,5,5,1,1,4,2,3,4,3
2021,2,3,5,2,2,4,3,2,3,3,2
2021,3,5,5,5,2,5,4,1,4,4,4
2021,3,5,5,5,2,5,4,1,4,4,4
2021,3,2,3,5,4,3,3,2,3,4,3
2021,2,5,5,5,5,5,4,4,4,4,4
2021,4,5,5,5,5,3,4,2,4,4,4
2021,3,5,5,5,2,5,4,1,4,4,4
2021,3,1,3,3,5,5,3,3,3,3,4
2021,1,5,5,5,1,5,4,4,4,4,4
2021,3,2,4,2,2,3,4,3,3,4,4
2021,1,3,3,2,1,2,3,2,4,4,2
2021,3,3,3,5,2,5,3,2,3,3,3
2021,3,5,5,5,5,5,4,2,5,4,4
2021,3,3,3,5,2,5,4,1,4,4,4
2021,1,1,1,1,3,1,3,1,2,3,2
2021,3,2,2,1,1,1,2,1,4,4,2
2021,3,5,5,5,5,5,4,4,4,4,4
2021,4,5,5,5,5,5,4,1,4,4,4
2021,3,4,4,3,1,2,3,1,2,3,2
2021,3,1,2,2,3,1,2,2,3,3,3
2021,3,4,5,3,5,5,4,3,4,4,4
2021,2,5,5,5,5,5,4,2,4,4,2
2021,3,4,5,5,3,2,3,2,4,4,3
2021,3,1,5,5,1,5,3,1,3,4,3
2021,3,3,5,5,3,5,4,2,3,4,4
2021,3,2,2,3,3,3,3,1,3,4,4
2021,3,3,3,3,3,3,3,3,3,3,3
2021,3,5,5,5,4,5,4,2,4,4,4
2021,3,5,5,3,2,3,4,2,4,4,4
2021,4,5,5,5,2,5,4,2,4,4,4
2021,4,5,5,3,2,3,3,2,2,4,4
2021,3,5,5,3,2,5,3,1,4,4,3
2021,7,5,5,5,6,3,4,1,3,3,1
2021,3,5,5,5,5,5,4,3,4,4,4
2021,8,5,5,5,2,5,4,2,4,4,2
2021,3,3,3,5,2,5,4,1,4,4,4
2021,3,1,3,3,1,3,4,2,4,4,4
2021,3,5,5,3,2,5,1,1,4,4,4
2021,3,3,4,3,2,3,3,3,4,4,2
2021,2,2,2,3,2,2,3,1,2,3,3
2021,3,2,1,1,1,1,4,4,4,4,2
2021,3,5,5,5,5,5,3,1,4,4,2
2021,1,1,1,2,3,1,1,2,1,1,1
2021,1,3,3,2,2,1,3,2,4,4,4
2021,3,1,2,3,3,2,2,1,3,4,3
2021,1,2,2,2,2,2,2,2,2,2,2
2021,3,3,3,2,2,1,2,1,2,1,1
2021,4,5,6,6,5,5,3,2,4,4,4
2021,3,2,2,3,1,3,2,3,4,3,1
2021,3,5,5,5,5,5,4,2,4,4,4
2021,3,3,3,3,2,5,3,2,3,3,4
2021,1,2,2,1,3,3,1,1,2,4,3
2021,4,2,1,1,2,3,2,2,3,4,4
2021,3,5,5,5,5,5,5,5,4,4,4
2021,4,3,3,3,3,4,3,2,4,4,3
2021,3,1,1,1,5,5,4,4,4,4,4
2021,3,1,2,2,2,3,2,2,2,3,2
2021,2,5,5,5,5,5,4,4,4,4,4
2021,1,2,1,3,1,2,2,1,2,1,4
2021,3,5,5,5,5,5,4,5,4,4,4
2021,3,5,5,5,4,5,3,1,4,4,4
2021,3,2,2,3,1,1,2,1,3,4,2
2021,4,5,5,5,5,5,1,1,2,2,2
2021,3,5,5,5,5,5,3,2,4,4,4
2021,3,3,5,5,2,2,4,2,4,4,2
2021,2,3,4,1,2,2,3,1,4,3,2
2021,4,2,4,5,3,5,4,2,2,4,4
2021,1,1,3,2,4,2,2,4,3,2,1
2021,3,5,5,5,5,5,4,3,4,4,4
2021,4,5,5,5,5,4,3,2,4,4,3
2021,3,3,4,4,2,5,2,1,3,4,4
2021,3,5,5,5,5,5,2,1,4,4,3
2021,3,3,4,5,5,4,3,4,3,3,3
2021,1,6,6,6,6,6,5,5,5,5,4
2021,3,5,5,3,3,5,3,2,4,4,4
2021,1,5,5,5,5,5,4,2,4,4,3
2021,1,2,2,1,1,1,4,3,4,4,4
2021,4,3,5,3,2,3,3,1,3,4,4
2021,1,3,5,2,2,2,3,1,4,4,3
2021,7,5,5,5,5,5,4,2,3,4,4
2021,4,3,1,3,2,4,5,3,2,2,2
2021,1,3,4,5,2,1,4,1,3,4,2
2021,3,5,5,5,2,5,4,2,4,4,4
2021,3,5,5,5,5,5,4,4,4,4,4
2021,1,5,5,5,3,3,4,2,4,4,3
2021,3,5,5,5,5,5,4,4,4,4,4
2021,3,4,5,5,5,4,3,3,3,3,3
2021,3,3,3,2,3,1,2,1,3,4,2
2021,3,5,5,5,5,5,4,2,4,4,4
2021,4,5,5,4,4,5,4,2,4,4,4
2021,3,5,5,5,5,5,4,4,4,4,4
2021,2,4,5,5,4,4,3,3,4,4,3
2021,3,1,1,1,1,1,4,1,4,4,2
2021,3,5,5,5,5,5,4,3,4,4,4
2021,3,2,3,3,2,3,3,1,2,3,3
2021,3,5,5,5,5,5,4,1,4,4,4
2021,3,4,5,5,4,5,4,4,3,4,3
2021,1,4,4,4,5,5,3,2,3,3,3
2021,3,2,2,2,2,3,3,2,3,3,2
2021,2,3,3,3,1,2,1,1,2,1,1
2021,2,1,1,3,5,5,4,4,4,4,4
2021,3,5,5,5,5,5,4,1,4,4,3
2021,1,4,5,4,3,5,2,2,3,4,4
2021,1,2,2,2,1,1,4,2,4,4,2
2021,3,5,5,5,5,5,4,3,4,4,4
2021,3,5,5,5,3,5,4,2,4,4,4
2021,3,5,5,5,5,5,4,3,4,4,4
2021,3,2,4,2,1,5,3,2,3,3,4
2021,3,3,5,3,2,1,2,3,3,4,1
2021,3,5,5,5,5,5,4,4,4,4,4
2021,3,2,2,2,2,2,1,1,2,1,1
2021,3,5,5,5,1,1,4,1,4,4,4
2021,3,5,3,5,5,5,3,1,3,4,4
2021,4,3,5,5,5,5,3,2,4,4,4
2021,3,3,5,5,3,5,4,2,3,4,4
2021,3,5,5,5,5,3,3,3,3,4,1
2021,3,1,2,2,2,2,1,2,2,2,2
2021,3,3,5,5,5,5,4,3,4,4,4
2021,3,1,1,1,1,1,1,1,2,2,1
2021,4,1,5,5,3,3,4,1,4,4,1
2021,3,5,5,5,5,5,3,2,4,4,4
2021,3,1,2,2,2,1,2,1,3,4,3
2021,1,3,3,3,3,3,3,2,4,4,2
2021,3,1,1,1,1,5,3,3,2,4,4
2021,4,4,5,5,2,5,2,1,4,4,4
2021,4,2,3,3,2,2,3,2,2,3,2
2021,3,5,5,5,5,2,4,3,4,4,4
2021,4,1,1,1,5,1,4,4,4,4,1
2021,4,2,2,3,2,2,3,3,3,3,3
2021,3,5,5,5,5,5,4,4,4,4,4
2021,3,5,5,5,1,5,4,1,4,4,4
2021,3,1,1,1,1,1,2,1,3,3,2
2021,3,3,4,4,2,3,3,2,2,3,2
2021,3,5,5,5,1,4,3,1,4,4,3
2021,3,5,5,4,5,1,4,4,4,4,1
2021,3,5,5,5,2,5,4,2,4,4,4
2021,4,3,3,3,1,3,4,4,4,4,4
2021,3,5,5,4,5,5,4,4,4,4,4
2021,3,4,5,5,2,1,4,1,4,4,1
2021,3,3,4,4,2,3,3,2,3,4,4
2021,3,2,3,3,2,2,2,1,2,2,1
2021,4,3,5,1,1,5,4,1,4,4,4
2021,3,5,5,5,5,5,4,2,4,4,4
2021,3,1,3,1,2,2,1,2,1,1,1
2021,3,3,3,3,3,3,2,2,3,3,3
2021,4,3,3,3,2,3,4,2,3,3,4
2021,3,1,1,2,2,1,1,1,2,2,1
2021,1,1,1,1,1,1,3,3,3,4,3
2021,3,5,5,5,4,5,4,1,3,4,3
2021,7,2,2,3,3,2,3,1,4,4,4
2021,3,5,5,3,3,2,3,2,4,4,1
2021,4,3,3,3,2,2,4,3,4,4,3
2021,2,5,5,4,4,5,3,3,4,4,4
2021,8,5,5,5,2,5,4,1,4,4,4
2021,3,1,1,1,6,1,3,4,4,3,3
2021,3,2,3,1,1,2,4,1,4,4,4
2021,3,5,5,5,5,5,4,2,4,4,1
2021,4,1,5,5,1,3,2,1,4,4,4
2021,2,5,5,5,2,5,2,2,4,4,2
2021,2,3,5,3,5,5,4,3,4,4,3
2021,3,1,4,1,5,2,4,4,5,5,4
2021,3,2,2,3,3,2,3,2,3,3,3
2021,3,2,2,3,4,3,3,3,2,2,1
2021,3,5,5,5,3,5,4,2,4,4,4
2021,3,3,4,4,1,3,3,1,3,4,3
2021,1,1,2,1,1,2,1,1,2,2,1
2021,3,5,5,5,5,3,4,4,4,4,1
2021,4,5,5,5,5,3,4,4,4,4,3
2021,3,3,3,2,3,3,2,1,2,2,2
2021,3,3,2,3,2,2,2,2,3,3,2
2021,4,5,5,5,3,3,4,2,4,4,2
2021,3,3,3,3,3,2,1,1,1,1,1
2021,1,2,2,3,3,1,4,2,4,4,4
2021,4,5,5,5,5,5,3,2,4,4,1
2021,3,3,3,5,2,2,4,1,4,4,3
2021,4,5,5,5,5,5,4,4,4,4,4
2021,3,5,5,5,5,5,4,4,4,4,4
2021,3,3,3,3,2,3,3,2,4,4,3
2021,3,2,3,5,2,5,4,1,3,4,3
2021,4,5,5,5,5,5,2,1,2,3,3
2021,3,5,5,5,5,5,3,1,4,4,4
2021,3,1,2,3,1,1,3,1,3,3,2
2021,1,2,3,3,1,3,2,2,3,4,4
2021,4,2,2,5,1,3,2,1,3,3,3
2021,3,5,5,5,1,2,4,2,4,4,2
2021,3,3,4,3,2,3,3,1,4,4,3
2021,3,3,3,3,5,2,3,2,4,4,4
2021,7,3,3,3,3,3,4,4,4,4,4
2021,1,5,5,5,5,3,4,4,4,4,3
2022,3,3,3,3,3,2,4,4,4,4,4
2022,3,5,5,5,5,5,4,2,4,4,2
2022,3,5,5,5,5,5,4,4,4,4,4
2022,4,3,3,2,2,2,3,2,3,3,3
2022,3,5,5,5,3,5,4,3,4,4,4
2022,3,5,5,5,5,5,4,2,4,4,4
2022,2,3,3,3,3,2,4,4,4,4,2
2022,3,1,5,5,5,1,2,2,3,3,1
2022,3,1,1,1,1,1,1,1,1,1,1
2022,3,2,3,2,4,3,3,1,3,3,2
2022,4,2,2,2,3,3,4,2,3,4,4
2022,4,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,5,3,5,4,2,4,4,4
2022,1,5,5,5,5,5,4,4,4,4,4
2022,4,5,5,5,3,5,4,2,3,4,4
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,3,3,3,3,3,3,3,3,3,3
2022,2,2,4,3,2,3,4,1,1,1,2
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,2,5,5,5,2,1,4,2,4,4,1
2022,1,5,5,5,5,4,4,3,4,4,3
2022,8,5,5,5,5,5,4,4,4,4,4
2022,3,1,1,1,1,1,1,2,1,1,2
2022,3,1,1,5,3,5,3,3,4,4,4
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,5,5,5,5,5,3,1,4,4,2
2022,3,1,5,5,3,5,4,3,4,4,4
2022,4,2,1,3,2,3,2,3,4,2,3
2022,3,5,5,5,5,5,4,4,4,4,4
2022,4,1,5,4,4,2,4,2,3,4,2
2022,1,3,3,5,2,3,1,1,4,4,4
2022,3,3,5,5,3,5,4,1,4,4,4
2022,3,5,5,5,4,5,3,2,3,4,4
2022,4,2,2,3,3,4,5,1,4,4,3
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,5,5,4,2,4,4,4
2022,1,5,5,5,5,5,4,2,4,4,4
2022,3,2,3,5,5,2,3,3,3,3,3
2022,3,5,5,5,5,4,4,1,4,4,3
2022,3,5,5,5,5,5,3,2,4,4,3
2022,3,3,5,5,4,3,4,3,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,3,5,5,2,2,3,1,4,4,1
2022,8,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,5,2,5,4,1,4,4,4
2022,3,3,3,5,3,2,4,1,4,4,4
2022,7,5,5,5,5,5,3,2,4,4,3
2022,3,5,5,5,2,5,4,1,4,4,4
2022,3,5,5,5,3,5,4,2,4,4,4
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,4,2,5,4,2,4,4,4
2022,3,5,5,5,3,5,4,2,4,4,4
2022,1,5,5,5,3,3,4,3,4,4,2
2022,3,5,5,5,3,5,4,2,4,4,4
2022,3,1,2,1,1,2,2,1,3,3,2
2022,3,1,1,2,1,1,1,1,1,1,1
2022,1,5,5,4,5,5,5,2,4,4,3
2022,3,5,5,5,5,6,4,3,4,4,4
2022,4,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,5,5,5,3,2,4,4,4
2022,3,1,5,5,5,5,4,4,4,4,4
2022,4,1,1,2,1,3,2,1,2,3,3
2022,3,3,3,1,1,3,1,1,3,4,3
2022,3,5,5,5,5,5,4,3,4,4,4
2022,4,5,5,3,5,2,1,1,4,4,2
2022,2,5,5,5,5,5,3,1,4,4,4
2022,3,3,3,5,3,5,4,4,4,4,4
2022,3,5,5,3,5,3,3,4,3,3,3
2022,3,4,5,5,2,5,4,2,4,4,4
2022,1,2,1,1,3,1,3,2,4,4,4
2022,3,4,4,5,5,1,4,2,4,4,4
2022,4,3,5,5,2,5,4,2,3,4,2
2022,3,3,5,5,2,2,5,1,3,4,1
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,1,1,1,1,1,2,1,2,2,2
2022,3,3,3,2,3,1,4,2,4,4,2
2022,3,4,4,4,2,5,4,4,4,4,4
2022,3,2,2,3,4,3,4,4,4,3,3
2022,7,5,5,4,5,5,3,1,4,4,4
2022,3,2,4,3,1,3,4,2,3,4,4
2022,4,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,2,2,2,3,1,4,4,2
2022,4,5,5,5,5,5,3,2,3,4,5
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,3,3,5,2,3,4,2,3,4,3
2022,1,3,5,5,4,4,4,2,4,4,3
2022,4,5,5,3,3,5,4,2,3,4,4
2022,3,2,2,2,2,2,2,2,2,2,2
2022,3,5,5,5,3,5,4,2,4,4,3
2022,3,5,5,5,3,5,3,2,4,4,3
2022,3,5,5,3,3,5,3,2,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,5,5,4,3,4,4,3
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,5,5,4,4,3,4,4,3
2022,1,5,5,5,3,2,4,2,4,4,2
2022,3,1,3,2,1,3,2,1,3,4,3
2022,3,3,4,5,4,5,4,3,4,4,3
2022,3,2,2,2,3,1,4,3,4,4,2
2022,3,1,5,5,3,5,4,2,4,4,4
2022,4,5,5,5,3,2,3,2,4,4,2
2022,3,4,5,3,2,5,4,2,2,4,4
2022,1,5,5,5,5,5,4,3,4,4,4
2022,4,5,5,5,3,3,3,1,4,4,2
2022,3,1,2,1,3,3,2,1,3,3,3
2022,2,5,5,5,5,5,4,2,4,4,4
2022,3,1,1,1,5,3,4,1,4,4,4
2022,3,5,5,5,2,5,4,1,4,4,4
2022,3,5,5,5,5,5,4,3,4,4,4
2022,4,5,5,5,2,1,4,1,4,4,2
2022,3,5,5,5,3,5,4,3,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,1,1,1,1,1,3,2,2,3,3
2022,3,4,5,5,5,2,3,1,3,4,2
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,1,5,4,1,4,4,4
2022,3,5,5,5,3,5,4,2,4,4,4
2022,3,1,1,1,1,1,1,1,3,3,1
2022,3,4,5,3,1,5,2,1,4,4,4
2022,3,3,3,3,3,3,4,2,4,4,4
2022,2,5,5,5,3,5,3,1,4,3,2
2022,3,5,5,5,5,5,4,2,4,4,3
2022,1,1,1,1,1,1,2,3,2,3,2
2022,3,1,1,3,1,1,3,1,3,3,1
2022,3,3,3,2,2,1,2,2,3,3,1
2022,1,3,5,5,5,5,4,3,4,4,4
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,4,5,5,4,3,4,3,4,4,2
2022,8,2,5,5,3,5,3,4,3,4,4
2022,3,5,5,3,2,5,3,3,3,3,3
2022,4,1,5,4,3,2,3,2,4,4,2
2022,3,1,1,3,2,1,4,4,4,4,4
2022,3,2,2,2,2,2,2,2,2,2,2
2022,7,3,3,3,3,2,4,2,4,4,4
2022,3,2,2,2,4,1,2,1,4,4,4
2022,2,5,5,5,5,5,4,1,4,4,4
2022,7,1,5,2,2,3,4,1,4,4,2
2022,3,1,1,2,3,2,3,2,3,4,4
2022,3,5,5,5,5,2,4,1,4,4,2
2022,3,5,5,5,5,5,3,3,4,4,4
2022,3,1,2,2,2,2,2,1,2,2,1
2022,3,5,5,5,5,5,1,1,4,4,4
2022,3,3,3,2,4,1,1,3,3,4,3
2022,2,5,5,5,5,3,3,3,4,4,1
2022,3,2,2,5,3,2,4,1,3,3,3
2022,3,3,3,2,3,5,1,2,4,1,3
2022,3,5,5,5,5,5,4,2,4,4,4
2022,1,2,2,1,3,2,3,2,4,3,2
2022,3,5,5,5,5,5,3,3,4,3,4
2022,3,2,2,1,1,3,1,1,2,2,3
2022,2,2,2,2,2,2,3,1,2,4,1
2022,3,3,3,3,1,3,4,2,4,4,4
2022,1,3,4,3,3,1,4,3,4,4,1
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,2,3,5,3,3,4,2,4,4,4
2022,8,5,5,5,5,5,3,2,4,4,3
2022,3,3,3,5,2,2,4,1,4,4,1
2022,3,3,4,4,5,5,3,2,3,4,2
2022,3,5,5,5,4,5,3,2,4,4,3
2022,1,5,5,5,5,1,4,2,4,4,2
2022,7,5,5,5,5,5,2,2,2,3,3
2022,3,3,3,3,2,1,2,1,4,4,1
2022,3,5,5,3,3,2,3,2,4,4,2
2022,2,5,5,5,3,5,4,1,4,4,4
2022,3,3,3,2,2,3,2,1,4,4,3
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,3,3,3,2,1,3,2,4,4,2
2022,3,3,5,4,5,5,4,4,3,4,4
2022,3,3,3,3,2,1,3,1,3,3,2
2022,3,2,3,5,2,5,4,2,3,3,3
2022,1,2,2,2,3,2,4,2,4,4,4
2022,3,5,5,5,5,5,4,1,4,4,3
2022,2,5,5,5,2,3,4,1,4,4,4
2022,4,2,3,5,2,3,2,3,2,1,2
2022,3,3,5,5,3,5,2,1,4,4,4
2022,3,2,2,4,5,2,3,1,4,4,3
2022,3,3,3,5,3,5,4,2,4,4,4
2022,3,2,5,5,1,1,4,1,3,4,1
2022,3,5,5,3,2,2,4,2,4,4,2
2022,2,3,4,6,4,4,5,2,1,2,4
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,5,4,4,2,5,4,2,4,4,4
2022,3,3,5,2,5,5,3,1,4,4,4
2022,3,5,5,5,2,2,4,4,4,4,4
2022,3,3,3,2,1,1,2,1,3,3,1
2022,3,1,1,2,2,1,3,2,4,4,3
2022,3,3,4,5,5,3,3,2,4,4,4
2022,3,3,3,3,1,3,3,1,3,3,3
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,1,5,5,5,5,4,3,4,4,4
2022,3,3,5,6,1,6,3,1,3,4,4
2022,3,5,5,5,3,5,2,2,4,4,3
2022,4,1,3,5,1,2,4,1,3,3,3
2022,6,5,3,3,3,2,3,2,3,3,2
2022,3,5,5,5,5,5,4,2,4,4,4
2022,1,5,5,5,5,5,4,2,4,4,3
2022,4,5,5,5,5,5,2,2,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,2,2,5,5,5,4,4,4,4,4
2022,3,5,5,5,5,5,4,2,3,4,2
2022,8,4,5,3,5,4,2,5,4,4,5
2022,4,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,1,5,6,5,5,4,2,4,4,4
2022,1,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,3,5,5,2,5,4,2,4,4,4
2022,4,3,5,4,4,5,3,3,3,4,4
2022,3,5,5,4,5,4,3,1,3,4,3
2022,3,3,5,1,1,5,4,2,4,4,5
2022,1,3,3,5,2,3,1,1,3,3,3
2022,3,2,2,3,3,2,4,3,4,4,2
2022,4,5,5,5,3,5,2,2,3,3,4
2022,4,3,6,1,5,6,1,3,4,4,4
2022,3,2,3,2,1,2,3,1,3,3,2
2022,7,4,5,4,6,6,3,2,4,4,4
2022,3,3,3,5,1,3,4,2,3,4,3
2022,4,6,3,3,5,5,4,2,4,4,3
2022,3,6,5,5,5,5,4,2,3,4,5
2022,7,5,5,5,5,5,4,4,3,4,2
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,5,5,4,4,5,3,3,4,4,4
2022,3,1,5,5,5,5,4,3,4,4,4
2022,3,3,3,3,3,2,3,2,3,3,2
2022,1,5,3,5,3,5,4,2,4,4,4
2022,4,5,5,5,5,5,4,4,4,4,4
2022,4,3,3,5,5,1,2,1,3,4,3
2022,3,5,5,5,5,5,4,4,4,4,4
2022,2,2,4,2,2,2,4,2,4,4,2
2022,3,3,3,1,2,3,2,2,1,3,3
2022,3,3,3,5,4,3,3,1,3,3,3
2022,3,2,3,3,3,5,4,2,3,4,4
2022,1,5,5,5,5,5,4,3,4,4,4
2022,6,5,5,3,2,3,4,2,4,4,3
2022,1,5,5,3,5,5,4,2,4,4,4
2022,3,3,3,3,1,4,4,1,4,4,4
2022,3,5,5,5,5,5,3,2,4,4,2
2022,4,1,5,5,3,5,4,3,5,4,4
2022,3,5,4,5,5,5,2,2,3,3,4
2022,4,5,5,5,2,5,4,2,4,4,4
2022,3,3,3,3,3,4,4,3,3,4,2
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,2,3,2,3,3,1,3,2,1,3
2022,3,1,1,1,3,2,2,1,3,4,4
2022,1,1,1,1,1,1,4,4,4,4,4
2022,3,5,5,5,5,5,5,4,4,4,4
2022,3,2,2,1,3,3,2,2,1,5,2
2022,2,3,3,2,2,3,2,2,3,3,2
2022,1,5,5,5,5,5,4,4,4,4,5
2022,1,5,5,5,2,5,4,1,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,4,3,1,1,1,3,3,2,1,1
2022,2,5,5,5,5,3,4,4,4,4,2
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,3,3,4,2,3,4,5
2022,7,1,2,2,2,1,3,1,3,3,1
2022,2,5,5,5,2,3,4,2,4,2,3
2022,3,5,5,5,3,5,3,1,4,4,4
2022,3,5,5,3,1,5,2,1,4,4,4
2022,3,4,2,2,2,2,4,1,3,4,3
2022,3,1,1,1,1,5,2,1,4,4,5
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,3,3,3,3,3,4,2,4,4,4
2022,3,3,5,5,2,2,3,2,3,3,2
2022,3,1,1,1,3,5,3,2,4,3,3
2022,3,5,5,5,4,5,3,1,4,4,4
2022,4,5,5,5,3,5,4,5,4,4,5
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,3,5,4,2,4,4,3
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,3,3,5,5,5,4,2,4,4,4
2022,3,5,5,3,5,5,2,2,4,4,4
2022,3,5,5,5,5,5,4,1,3,4,3
2022,3,5,5,3,1,5,3,1,4,4,4
2022,3,2,2,5,2,3,3,1,2,3,3
2022,3,5,5,5,5,2,3,3,4,4,3
2022,3,5,5,5,2,5,4,1,4,4,4
2022,3,5,5,5,5,5,4,2,4,4,4
2022,3,5,5,5,5,5,4,4,4,4,4
2022,3,5,5,5,3,5,4,2,4,4,4
2022,3,1,4,5,1,4,1,2,3,1,2
2022,4,3,3,3,1,1,3,1,4,4,1
2022,3,5,5,5,2,5,4,2,3,4,5
2022,3,5,5,5,5,5,4,4,4,4,4
2022,1,5,5,3,1,1,4,4,2,2,4
2022,3,5,5,5,5,5,4,3,4,4,4
2022,3,5,5,5,3,3,4,3,4,4,4
2022,1,3,3,6,2,6,4,2,4,4,4
2022,3,5,5,5,5,6,4,4,4,4,4
2022,4,3,5,3,3,5,4,2,3,4,4
2022,3,1,2,4,1,2,2,1,2,3,3
2022,3,5,5,5,3,5,3,2,3,4,3
2022,3,3,3,4,5,5,3,2,1,1,3
2022,3,5,5,5,3,5,4,2,4,4,4
2022,3,3,3,3,5,6,2,5,3,4,3
2022,3,3,3,5,5,3,3,1,3,4,3
2022,3,5,5,5,5,5,3,2,3,4,4
2022,4,3,3,3,3,3,4,2,4,4,3
2022,3,1,5,5,5,5,4,3,4,4,4
2022,1,2,2,5,2,3,4,1,2,4,2
2022,7,4,5,3,2,4,2,1,4,4,3
2022,3,3,3,5,5,3,3,2,2,3,3
2022,3,3,3,2,2,4,3,1,4,4,4
2022,4,3,5,3,2,3,4,2,3,4,3
2022,3,5,5,5,3,5,4,2,4,4,4
2022,3,5,5,5,1,6,3,1,4,3,2
2022,2,3,3,3,3,2,3,1,3,4,2
2022,3,5,5,5,5,5,4,3,4,4,4
2022,4,5,5,5,5,5,1,2,2,4,3
2022,1,5,5,5,6,5,4,3,4,4,3
2022,3,5,5,5,3,5,2,1,3,3,2
2022,6,4,4,3,2,3,4,3,4,4,4
2022,3,5,5,5,5,5,4,2,4,2,4
2022,3,5,5,5,5,5,4,2,4,4,5
2022,1,1,4,3,5,3,2,3,3,3,2
2022,3,6,5,5,6,5,4,2,2,4,4
2022,3,3,3,3,2,3,4,2,4,4,4
2022,3,3,3,3,2,3,3,2,4,4,3
2022,3,5,5,5,5,5,4,4,4,4,4
2022,5,5,5,5,5,5,4,4,4,5,5
